State Region Tag,State Name,Owner,Owner Tag,Building Type,Level,Production Methods,Owner Type,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_EQUATORIA,,Anglo-Egyptian Sudan,SUD,building_wheat_farm,5,pm_fertilization pm_no_secondary pm_tools,building_manor_house,STATE_LOWER_EGYPT.EGY,building_livestock_ranch,1,pm_slaughterhouses pm_sheep_farms pm_barbed_wire_fences pm_unrefrigerated,building_manor_house,STATE_EQUATORIA.SUD,,,,,,building_railway,1,pm_steam_trains pm_no_passenger_trains,building_financial_district,STATE_HOME_COUNTIES.GBR,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_KORDOFAN,,Anglo-Egyptian Sudan,SUD,,,,,,,,,,,,,,,,building_railway,1,pm_steam_trains pm_no_passenger_trains,building_financial_district,STATE_HOME_COUNTIES.GBR,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_ALTO_PARAGUAY,,Argentina,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_ARAUCANIA,,Argentina,ARG,,,,,,,,,,,building_port,1,pm_basic_port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_BUENOS_AIRES,,Argentina,ARG,building_railway,12,pm_electric_trains pm_steel_passenger_carriages,building_financial_district,STATE_HOME_COUNTIES.GBR,building_power_plant,12,pm_coal-fired_plant,building_financial_district,STATE_BUENOS_AIRES.ARG,building_port,5,pm_modern_port,,,building_wheat_farm,30,pm_fertilization pm_no_secondary pm_tractors,building_financial_district,STATE_BUENOS_AIRES.ARG,building_livestock_ranch,60,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_financial_district,STATE_BUENOS_AIRES.ARG,building_food_industry,40,pm_baking_powder pm_vacuum_canning pm_disabled_distillery,building_financial_district,STATE_NEW_YORK.USA,building_textile_mills,25,pm_electric_sewing_machines pm_craftsman_sewing pm_automatic_power_looms,building_financial_district,STATE_BUENOS_AIRES.ARG,building_furniture_manufacturies,8,pm_mechanized_workshops pm_precision_tools pm_rotary_valve_engine_building_furniture_manufacturies,building_financial_district,STATE_BUENOS_AIRES.ARG,building_chemical_plants,8,pm_improved_fertilizer,country,ARG,building_tooling_workshops,15,pm_steel pm_rotary_valve_engine_building_tooling_workshops,building_financial_district,STATE_BUENOS_AIRES.ARG,building_steel_mills,18,pm_open_hearth_process pm_rotary_valve_engine_building_steel_mills,building_financial_district,STATE_BUENOS_AIRES.ARG,building_construction_sector,25,pm_steel_frame_buildings,,,building_paper_mills,6,pm_bleached_paper pm_watertube_boiler_building_paper_mills,building_manor_house,STATE_BUENOS_AIRES.ARG,building_government_administration,10,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,,,building_university,5,pm_philosophy_department pm_secular_academia,,,building_arts_academy,8,pm_photographic_art pm_independent_artists,building_manor_house,STATE_ILE_DE_FRANCE.FRA,building_glassworks,5,pm_crystal_glass pm_disabled_ceramics pm_manual_glassblowing,building_manor_house,STATE_BUENOS_AIRES.ARG,building_arms_industry,3,pm_bolt_action_rifles pm_rotary_valve_engine_building_arms_industry,building_financial_district,STATE_BUENOS_AIRES.ARG,building_artillery_foundries,2,pm_recoiled_barrels pm_rotary_valve_engine_building_arms_industry,country,ARG,building_munition_plants,3,pm_explosive_shells pm_rotary_valve_engine_building_munition_plants,building_financial_district,STATE_BUENOS_AIRES.ARG,building_shipyards,2,pm_metal_shipbuilding,building_financial_district,STATE_BUENOS_AIRES.ARG,building_military_shipyards,3,pm_military_shipbuilding_steam,building_financial_district,STATE_BUENOS_AIRES.ARG,building_fishing_wharf,2,pm_steam_trawlers pm_unrefrigerated,building_manor_house,STATE_BUENOS_AIRES.ARG,building_urban_center,1,pm_arcades pm_electric_streetlights pm_public_motor_carriages,,,building_motor_industry,8,pm_electric_engines pm_automobiles_disabled pm_rotary_valve_engine_building_motor_industry,building_financial_district,STATE_BUENOS_AIRES.ARG,building_barracks,1,pm_training_streamlining,,,building_naval_base,1,pm_sea_lane_strategies,,,building_financial_district,1,pm_financial_district_publicly_traded,,,building_explosives_factory,8,pm_vacuum_evaporation,building_financial_district,STATE_BUENOS_AIRES.ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_CHACO,,Argentina,ARG,building_railway,3,pm_steam_trains pm_wooden_passenger_carriages,company,company_cordoba_railway c:ARG,building_power_plant,2,pm_coal-fired_plant,country,ARG,,,,,,building_maize_farm,12,pm_fertilization pm_no_secondary pm_steam_threshers,building_manor_house,STATE_CHACO.ARG,building_livestock_ranch,18,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_manor_house,STATE_CHACO.ARG,building_cotton_plantation,12,default_building_cotton_plantation pm_road_carts,building_manor_house,STATE_CHACO.ARG,building_tobacco_plantation,6,default_building_tobacco_plantation pm_road_carts,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_covered_markets pm_electric_streetlights pm_public_motor_carriages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_LA_PAMPA,,Argentina,ARG,building_railway,3,pm_steam_trains pm_wooden_passenger_carriages,building_financial_district,STATE_HOME_COUNTIES.GBR,building_power_plant,5,pm_coal-fired_plant,country,ARG,building_logging_camp,13,pm_electric_saw_mills pm_no_hardwood pm_steam_donkey_building_logging_camp pm_road_carts,local,,building_wheat_farm,40,pm_fertilization pm_no_secondary pm_tractors,building_financial_district,STATE_BUENOS_AIRES.ARG,building_livestock_ranch,20,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_manor_house,STATE_LA_PAMPA.ARG,building_dye_plantation,8,default_building_dye_plantation pm_road_carts,local,,building_sugar_plantation,25,default_building_sugar_plantation pm_road_carts,building_financial_district,STATE_BUENOS_AIRES.ARG,building_vineyard_plantation,45,default_building_vineyard_plantation pm_road_carts,company,company_argentinian_wine c:ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_covered_markets pm_electric_streetlights pm_public_motor_carriages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_CORRIENTES,,Argentina,ARG,building_railway,3,pm_steam_trains pm_wooden_passenger_carriages,company,company_cordoba_railway c:ARG,building_power_plant,2,pm_coal-fired_plant,country,ARG,building_oil_rig,3,pm_combustion_derricks pm_road_carts,country,ARG,building_maize_farm,20,pm_fertilization pm_no_secondary pm_steam_threshers,building_manor_house,STATE_CORRIENTES.ARG,building_livestock_ranch,30,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_financial_district,STATE_BUENOS_AIRES.ARG,building_logging_camp,12,pm_electric_saw_mills pm_increased_hardwood pm_steam_donkey_building_logging_camp pm_road_carts,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_covered_markets pm_electric_streetlights pm_public_motor_carriages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_JUJUY,,Argentina,ARG,building_gold_mine,3,pm_condensing_engine_pump_building_gold_mine pm_nitroglycerin_building_gold_mine pm_steam_donkey_mine pm_road_carts,building_financial_district,STATE_HOME_COUNTIES.GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_RIO_NEGRO,,Argentina,ARG,building_railway,6,pm_steam_trains pm_wooden_passenger_carriages,company,company_cordoba_railway c:ARG,building_power_plant,2,pm_coal-fired_plant,country,ARG,building_coal_mine,28,pm_condensing_engine_pump_building_coal_mine pm_nitroglycerin_building_coal_mine pm_steam_donkey_building_coal_mine,building_financial_district,STATE_BUENOS_AIRES.ARG,building_sulfur_mine,8,pm_condensing_engine_pump_building_sulfur_mine pm_nitroglycerin_building_sulfur_mine pm_steam_donkey_mine pm_road_carts,building_manor_house,STATE_RIO_NEGRO.ARG,building_livestock_ranch,15,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_manor_house,STATE_RIO_NEGRO.ARG,building_wheat_farm,15,pm_fertilization pm_no_secondary pm_steam_threshers,local,,building_explosives_factory,5,pm_vacuum_evaporation,building_financial_district,STATE_BUENOS_AIRES.ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_government_administration,2,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_covered_markets pm_electric_streetlights pm_public_motor_carriages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_PATAGONIA,,Argentina,ARG,building_railway,1,pm_steam_trains pm_wooden_passenger_carriages,building_financial_district,STATE_HOME_COUNTIES.GBR,building_power_plant,1,pm_coal-fired_plant,country,ARG,building_port,1,pm_basic_port,,,building_fishing_wharf,2,pm_steam_trawlers pm_unrefrigerated,local,,building_livestock_ranch,6,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,local,,building_coal_mine,12,pm_condensing_engine_pump_building_coal_mine pm_nitroglycerin_building_coal_mine pm_steam_donkey_building_coal_mine,building_financial_district,STATE_BUENOS_AIRES.ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_SANTA_FE,,Argentina,ARG,building_railway,8,pm_electric_trains pm_steel_passenger_carriages,building_financial_district,STATE_HOME_COUNTIES.GBR,building_power_plant,6,pm_coal-fired_plant,country,ARG,building_port,3,pm_industrial_port,,,building_maize_farm,25,pm_fertilization pm_no_secondary pm_tractors,building_manor_house,STATE_SANTA_FE.ARG,building_livestock_ranch,45,pm_mechanized_slaughtering pm_sheep_farms pm_electric_fencing pm_refrigerated_rail_cars_building_livestock_ranch,building_financial_district,STATE_SANTA_FE.ARG,building_logging_camp,8,pm_electric_saw_mills pm_no_hardwood pm_steam_donkey_building_logging_camp pm_road_carts,building_manor_house,STATE_SANTA_FE.ARG,building_fishing_wharf,3,pm_steam_trawlers pm_unrefrigerated,building_manor_house,STATE_SANTA_FE.ARG,building_tooling_workshops,25,pm_steel pm_rotary_valve_engine_building_tooling_workshops,building_financial_district,STATE_SANTA_FE.ARG,building_shipyards,1,pm_complex_shipbuilding,building_financial_district,STATE_BUENOS_AIRES.ARG,,,,,,,,,,,,,,,,,,,,,building_government_administration,4,pm_vertical_filing_cabinets pm_professional_bureaucrats pm_secular_bureaucrats,,,,,,,,building_arts_academy,5,pm_photographic_art pm_independent_artists,building_manor_house,STATE_PIEDMONT.ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_covered_markets pm_electric_streetlights pm_public_motor_carriages,,,,,,,,building_barracks,1,pm_training_streamlining,,,building_naval_base,1,pm_sea_lane_strategies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_TUCUMAN,,Argentina,ARG,building_railway,3,pm_steam_trains pm_wooden_passenger_carriages,company,company_cordoba_railway c:ARG,building_power_plant,1,pm_coal-fired_plant,country,ARG,building_iron_mine,18,pm_condensing_engine_pump_building_iron_mine pm_nitroglycerin_building_iron_mine pm_steam_donkey_mine pm_road_carts,building_financial_district,STATE_SANTA_FE.ARG,building_maize_farm,6,pm_fertilization pm_no_secondary pm_steam_threshers,local,,building_lead_mine,3,pm_condensing_engine_pump_building_lead_mine pm_nitroglycerin_building_lead_mine pm_steam_donkey_mine pm_road_carts,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s:STATE_EASTERN_NEW_GUINEA,,Australia,AST,building_rice_farm,1,pm_fertilization_building_rice_farm pm_fig_orchards_building_rice_farm pm_tools_building_rice_farm,local,,building_sugar_plantation,1,default_building_sugar_plantation pm_road_carts,local,,building_banana_plantation,1,default_building_banana_plantation pm_road_carts,local,,building_port,1,pm_industrial_port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_urban_center,1,pm_market_squares pm_gas_streetlights pm_no_public_transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
